Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Ben Brereton Díaz,"M (L), AM (RL), ST (C)",26,CHI,"6'1""",176 lbs,,Southampton,£18.5M - £29M,6.87,9,3,100%,2.09,41%,0.86,9.58,0.14,26.25,85%,0.95,3,82,25%,2.00,81%,0,1.59,23,36,4.89,2.14,44%,0,1.84,46,7.7mi,1,0,15,42 (1),"3,236",75,5,3,75.26,31,176,21,277.4mi,66,77,57,34,"1,112",944,89,72,30/6/2027,"£25,500 p/w",Right,15,1-3,8-12,10-13,10-13,12-15,11-14,1-5,1-3,10-13,12-15,5-8,7-11,10-14,10-13,12-15,2-5,14,12,10-13,10-13,1-5,12,13,1-4,6-10,12,1-3,6-9,13-17,11-14,2-5,15,11,11-14,4-7,1-5,1-4,1-3,13-17,15,1-5,12-16,13,1-3,7-11,14-18,0.03,0.33,0.13,13.79,2.98,17.44,11.43,2.92,1.45,0.07,12,-,-,12%,0.95,-,-,34,-,-,-,-,-,0.27,-,9.58,Premier League,Physical,Attacking midfielder,Scouting Required,3,0.08,0.64,2.28,0.58,3,2.75,0.00,26%,2.28,0.58,30.93,0.00,0.61,0.27,-,Wnt,- -  - 
Gerónimo Rulli,GK,33,ARG,"6'2""",185 lbs,,Marseille,£240K - £2.4M,6.67,0,0,-,-,-,-,0.00,-,22.26,76%,-,0,-,-,0.03,11%,0,-,-,1,-,-,-,0,-,10,3.8mi,1,0,0,31,"2,790",0,0,0,90.00,-,-,-,119.0mi,0,-,0,0,908,690,9,1,30/6/2026,"£25,500 p/w",Right Only,10-13,13,7-10,12-16,10-14,8-12,14-18,14,10-14,10-14,11-14,1-2,2-5,11-14,9-13,1-2,10,1-5,5-9,1-3,1-4,13,2-5,12-15,15,10-13,1-4,1-4,1-3,14-17,1-3,17,7-10,11-14,1-3,12-16,14,17,14,11-14,10-14,1-3,11-14,13-16,13,7-10,11-14,0.00,-,0.00,0.00,4.29,6.65,0.00,0.00,0.00,0.00,-,-1.77,87%,-,0.00,12,-0.06,0,67%,24,46,1.29,0.19,0.00,11%,0.00,Ligue 1 Uber Eats,Shot Stopper,Experienced goalkeeper,Scouting Required,-,-,1.35,-,-,-,-,0.00,-,-,-,29.29,-,-,0.00,2,,- -  - 
Samuel Gustafson,"DM, M (RC), AM (C)",30,SWE,"6'1""",176 lbs,Balanced,Wolverhampton,£18M - £19.5M,6.80,0,0,-,0.96,33%,0.32,0.26,0.16,49.31,92%,1.60,1,32,-,1.44,56%,3,1.44,2,3,3.03,1.60,53%,0,0.64,5,7.6mi,1,0,0,4 (10),564,6,1,0,40.29,2,19,6,47.5mi,4,10,9,10,336,309,16,9,30/6/2027,"£26,000 p/w",Right,10,3,8,11,15,14,10,1,2,13,13,14,12,14,12,12,2,10,14,13,13,2,12,14,1,13,12,8,13,12,12,2,11,15,13,13,2,2,3,13,14,13,13,15,1,15,14,0.00,0.16,0.04,11.33,11.01,8.14,10.85,2.39,5.11,0.09,1,-,-,-,1.60,-,-,10,-,-,-,-,-,0.04,-,0.26,Premier League,Technical,Defensive midfielder,Level-headed,0,0.16,0.32,5.11,0.96,0,1.44,0.48,-,0.00,0.00,53.62,0.16,0.64,0.04,-,Int,- -  - 
Matheus Cunha,"AM (RLC), ST (C)",26,BRA,"6'0""",167 lbs,Fairly Determined,Wolverhampton,£45M - £54M,6.73,5,0,-,2.37,45%,1.07,7.80,0.06,21.66,85%,0.89,6,31,23%,1.42,74%,1,1.04,11,46,5.84,1.51,26%,0,1.60,86,7.9mi,3,0,13,39,"3,037",80,2,0,77.87,36,197,7,265.0mi,54,51,35,30,857,731,65,48,30/6/2026,"£80,000 p/w",Right,15,4,16,15,11,14,15,1,1,13,6,12,12,8,16,17,3,15,15,17,13,2,11,12,4,12,14,5,4,12,13,3,15,14,13,6,2,2,4,13,12,6,9,16,4,11,13,0.03,0.18,0.10,8.48,2.16,20.54,7.38,1.96,1.19,0.07,6,-,-,6%,0.83,-,-,28,-,-,-,-,-,0.23,-,7.80,Premier League,Technical,Forward,"Outspoken, Media-friendly",1,0.18,0.33,0.92,0.21,3,4.33,0.03,23%,0.89,0.21,25.40,0.00,0.92,0.23,-,Vac,- -  - 
Antonee Robinson,D/WB (L),27,USA,"6'0""",154 lbs,,Fulham,£37M - £45M,7.04,2,0,-,0.25,57%,0.14,0.76,0.04,44.04,88%,0.58,5,38,21%,2.90,77%,3,2.43,21,27,4.02,2.94,73%,0,2.65,47,7.9mi,0,0,2,28,"2,483",7,1,0,88.68,4,111,8,218.2mi,73,81,67,16,"1,384","1,215",104,80,30/6/2027,"£50,000 p/w",Left,17,1-3,12-16,10-13,9-12,13-16,14-17,1-3,1-4,10-13,8-12,1-4,9-13,9-12,12,10-13,1-4,7-10,13,8-12,7-10,2-6,10,12,1-3,8-12,5-8,3-6,12,13-17,9-12,1-3,15-19,11,5-8,12,1-4,1-4,1-4,14-17,14,13,12-16,11-14,2-5,10-14,15-18,0.29,0.40,0.11,16.13,10.80,14.86,9.32,2.90,6.02,0.05,11,-,-,29%,0.58,-,-,16,-,-,-,-,-,0.03,-,0.76,Premier League,Physical,Fullback,Scouting Required,0,0.18,0.76,1.38,0.29,0,1.09,0.11,21%,1.38,0.29,50.17,0.76,0.07,0.03,-,Int,- -  - 
Ebere Eze,"M (C), AM (LC)",26,ENG,"5'10""",152 lbs,Spirited,Crystal Palace,£39M,6.94,7,1,50%,2.62,38%,1.00,8.96,0.10,29.32,86%,1.72,7,225,16%,2.07,83%,0,1.86,13,16,3.93,1.03,26%,0,1.93,28,8.1mi,0,0,4,38,"2,612",76,3,2,68.74,29,114,35,235.7mi,56,30,54,50,991,851,72,60,30/6/2026,"£100,000 p/w",Right,13,3,8,16,13,16,8,1,2,16,13,14,13,13,15,17,1,13,15,17,13,4,6,9,2,9,13,5,6,13,14,2,13,15,13,9,2,2,2,12,13,7,15,17,2,15,13,0.00,0.41,0.12,13.89,7.41,15.61,11.37,3.14,2.72,0.15,12,-,-,9%,1.41,-,-,41,-,-,-,-,-,0.28,-,8.15,Premier League,Technical,Attacking midfielder,Unflappable,4,0.24,0.45,7.75,1.21,2,2.89,0.00,16%,1.27,0.21,34.15,0.00,0.86,0.31,-,Wnt,- -  - 
Timothy Castagne,D/WB/M (RL),29,BEL,"6'1""",176 lbs,,Fulham,£32M - £51M,6.99,0,0,-,0.28,22%,0.06,1.61,0.09,58.69,93%,0.82,9,50,4%,2.55,73%,1,2.59,32,52,4.70,2.62,56%,1,1.29,29,8.0mi,8,0,2,34 (3),"2,854",9,3,0,77.14,2,149,2,253.5mi,41,83,82,26,"2,009","1,861",111,81,30/6/2026,"£65,000 p/w",Right,14,1-4,9-12,14-17,12-15,11-15,9-13,2-5,1-2,9-13,11-15,7-11,11-14,11-14,14,11-14,2-6,8-12,12,10-14,4-8,1-3,9,12,2-5,6-9,7-10,5-9,11,9-12,13-16,1-4,12-15,13,5-8,12,2-5,2-6,1-3,14-17,11,12,13-16,12-15,1-3,9-12,15-18,0.41,0.44,0.18,14.63,10.69,13.69,8.64,2.43,7.82,0.06,14,-,-,-,0.82,-,-,26,-,-,-,-,-,0.05,-,1.61,Premier League,Technical,Attacking full back,Scouting Required,0,0.28,1.01,1.58,0.06,0,2.08,0.03,4%,1.58,0.06,63.35,0.63,0.09,0.05,-,,- -  - 
Lovro Majer,M/AM (RC),27,CRO,"5'10""",165 lbs,,VfL Wolfsburg,£31M - £49M,7.06,7,0,-,1.73,38%,0.65,6.77,0.35,29.86,84%,1.47,9,132,17%,1.60,76%,0,1.64,14,18,4.27,0.95,22%,0,1.55,27,7.9mi,3,0,7,26,"2,086",40,8,0,80.23,15,99,29,183.6mi,36,22,38,34,819,692,49,37,30/6/2027,"£49,500 p/w",Left,13,2-4,10-12,16-18,14-16,10-12,10-12,1-3,1-4,11-14,10-13,14-17,13-15,12-14,11-14,15,1-3,10,15,15-18,14-16,1-2,8,8,3-5,8-10,12,4-7,8-11,13-15,12,2-5,11,16,16-18,9-11,1-3,1-3,2-4,15-17,8,10-12,11-13,17,1-4,15-17,16,0.04,0.43,0.17,13.29,14.71,16.40,10.66,2.76,1.77,0.17,10,-,-,18%,1.21,-,-,28,-,-,-,-,-,0.29,-,6.77,Bundesliga,Technical,Attacking midfielder,Scouting Required,3,0.39,0.60,5.70,1.25,3,3.32,0.00,22%,0.99,0.17,35.34,0.00,0.60,0.29,-,Int,- -  - 
Nélson Semedo,D/WB (R),31,POR,"5'10""",152 lbs,Spirited,Wolverhampton,£26M - £31M,6.86,1,0,-,0.23,13%,0.03,0.62,-,34.92,86%,1.08,9,264,17%,2.42,81%,5,3.09,32,50,3.09,1.63,53%,0,4.00,46,8.0mi,7,0,2,35 (3),"3,085",8,0,0,81.18,1,106,46,273.9mi,137,56,106,37,"1,384","1,197",102,83,30/6/2025,"£59,000 p/w",Right,16,1,13,17,14,14,13,2,1,9,10,8,12,11,15,14,1,9,15,14,7,3,7,8,1,6,10,11,10,15,15,2,16,12,8,12,2,1,1,15,13,14,14,15,1,12,15,0.06,0.82,0.08,15.99,11.12,16.69,11.73,2.48,4.49,0.14,28,-,-,13%,1.08,-,-,37,-,-,-,-,-,0.02,-,0.62,Premier League,Physical,Attacking full back,Evasive,0,0.26,0.93,7.70,1.34,0,1.46,0.15,17%,7.70,1.34,40.38,0.53,0.06,0.02,-,Vac,- -  - 
Jefferson Lerma,"DM, M (C)",30,COL,"5'10""",154 lbs,,Crystal Palace,£12M - £15.5M,6.80,2,0,-,0.87,17%,0.15,1.68,-,51.02,92%,1.06,1,13,15%,2.32,74%,2,1.69,20,28,2.95,1.45,49%,0,0.39,14,8.3mi,6,0,1,15 (27),"1,861",18,0,0,44.31,3,61,2,170.9mi,8,30,35,22,"1,146","1,055",65,48,30/6/2025,"£70,000 p/w",Right,12-16,1-3,14-18,11-14,12-15,15-18,16-19,1-4,1-4,11-14,11-15,6-10,9-13,11-14,14-17,8-11,1-4,8-11,12,9,9-12,1-5,12-16,11-15,1,8-12,13,7-10,10-14,16-20,9-12,1-4,10-14,13,6-9,13-16,1-4,1-4,1-4,15,14,16,13,10-13,1-3,11,16,0.10,0.39,0.09,12.14,8.61,7.06,9.82,3.10,5.27,0.04,8,-,-,11%,1.06,-,-,22,-,-,-,-,-,0.08,-,1.68,Premier League,Physical,Defensive midfielder,Scouting Required,0,0.05,0.97,0.63,0.10,1,1.50,0.10,15%,0.63,0.10,55.42,0.24,0.10,0.08,-,Wnt,- -  - 
Moise Kean,ST (C),25,ITA,"6'0""",158 lbs,,Fiorentina,£31M - £39M,6.76,18,2,100%,2.54,49%,1.23,11.52,0.05,18.30,87%,0.35,6,20,30%,1.26,74%,0,1.09,13,67,7.03,2.84,40%,0,1.26,98,7.5mi,7,1,30,45 (2),"3,866",109,2,2,82.26,53,302,6,322.4mi,54,122,47,15,899,786,73,54,30/6/2028,"£45,500 p/w",Right,14-19,-,14-19,10-17,-,12-19,13-20,-,-,9-15,-,-,9-14,10-15,9-15,7-14,-,11-18,10-16,11-16,-,-,8-13,9-14,-,10-15,11-16,-,-,16-20,10-17,-,10-15,10-15,7-14,-,-,-,-,15-20,13-19,-,7-12,13-18,-,5-10,13-18,0.05,0.16,0.11,7.03,1.75,18.93,6.89,1.79,0.47,0.04,7,-,-,17%,0.35,-,-,15,-,-,-,-,-,0.27,-,11.52,Serie A TIM,Physical,Striker,Scouting Required,4,0.14,0.30,0.47,0.14,4,4.19,0.00,30%,0.47,0.14,20.93,0.00,0.86,0.27,-,Int,- -  - 
Matteo Pessina,M/AM (C),28,ITA,"6'2""",165 lbs,,Monza,£14M - £23M,7.00,3,1,100%,0.89,43%,0.38,3.36,0.16,47.72,91%,1.18,8,16,18%,1.95,85%,3,1.63,24,43,2.84,1.37,48%,0,1.76,23,7.9mi,5,0,3,35,"2,816",28,5,1,80.46,12,89,3,248.5mi,55,43,51,37,"1,633","1,493",72,61,30/6/2027,"£37,500 p/w",Left,11-16,-,12-17,11-16,-,8-15,10-17,-,-,13-18,-,-,8-13,8-13,17-20,12-17,-,7-14,14-19,11-17,-,-,11-18,10-16,-,11-16,7-12,-,-,10-15,13-18,-,12-19,12-17,12-17,-,-,-,-,9-14,12-17,-,13-20,9-14,-,12-19,10-15,0.03,0.42,0.12,12.46,10.67,13.04,11.92,2.68,3.23,0.10,13,-,-,11%,1.18,-,-,37,-,-,-,-,-,0.11,-,3.36,Serie A TIM,Leader,Midfielder,Scouting Required,0,0.26,0.77,0.51,0.10,1,1.47,0.10,19%,0.51,0.10,52.19,0.00,0.13,0.11,-,,- -  - 
Daichi Kamada,M/AM (C),28,JPN,"6'0""",167 lbs,,Crystal Palace,£17M - £27M,6.76,2,1,100%,2.19,25%,0.54,5.35,0.04,28.28,86%,2.32,6,48,14%,1.86,82%,0,1.32,7,19,3.64,1.16,32%,0,0.91,25,8.2mi,3,0,4,23 (11),"2,174",53,1,1,63.94,13,88,8,198.6mi,22,28,32,56,794,683,55,45,30/6/2028,"£70,000 p/w",Right,12,1-3,9-13,12-15,10-13,13-16,9-12,2-6,1,8-11,10-13,12-15,10-14,12-16,9-12,12-15,3-6,13,15,14-17,13-16,1-3,7,10,2-5,5-9,13,1-4,10-13,12-16,14-17,1-4,13,14,12-15,10-13,2-6,1-4,1-2,13-17,10,9-13,11-15,16,1-2,12-16,11-15,0.08,0.21,0.10,12.75,8.45,19.91,9.94,2.44,2.44,0.23,5,-,-,4%,1.41,-,-,34,-,-,-,-,-,0.22,-,5.35,Premier League,Technical,Attacking midfielder,Scouting Required,3,0.25,0.29,1.99,0.33,1,2.48,0.00,17%,0.87,0.12,32.87,0.00,0.58,0.22,-,,- -  - 
Mathew Ryan,GK,33,AUS,"6'0""",185 lbs,,AS Roma,£425K - £4.2M,6.73,0,0,-,-,-,-,0.00,-,28.39,90%,-,0,-,-,0.00,0%,0,-,-,1,-,-,-,0,-,14,3.8mi,1,0,0,41,"3,576",0,0,0,87.22,-,-,-,151.8mi,0,-,0,0,"1,260","1,128",3,0,30/6/2026,"£28,000 p/w",Right,8-10,10,12-14,15,12-14,9-11,13-15,12,12-14,11-13,13,7-9,2-4,12-15,14-16,1-2,8,1-2,10-12,8-10,7-9,14,4-7,12-14,16,16-18,1-3,10-12,3-5,12-14,1-3,13,8-11,13-15,2-4,15,13,15,14,12-15,10-12,1-4,12-15,12-15,13,11-14,14-17,0.00,-,0.00,0.00,3.30,9.82,0.00,0.00,0.00,0.00,-,-4.53,87%,-,0.00,21,-0.11,0,69%,29,56,1.16,0.30,0.00,0%,0.00,Serie A TIM,Distributor,Experienced goalkeeper,Scouting Required,-,-,0.78,-,-,-,-,0.00,-,-,-,31.71,-,-,0.00,2,Int,- -  - 
Robin Gosens,D/WB/AM (L),30,GER,"6'0""",167 lbs,,Fiorentina,£28M - £35M,7.11,4,1,100%,2.16,33%,0.71,7.36,0.14,40.59,88%,1.49,6,97,12%,2.98,83%,0,1.95,19,50,5.10,3.23,63%,0,1.81,40,8.3mi,3,0,8,27 (6),"2,539",61,4,1,76.94,20,144,12,234.2mi,51,91,55,42,"1,298","1,145",101,84,30/6/2027,"£49,500 p/w",Left,13-18,-,16-20,9-15,12-18,11-16,13-18,-,-,10-17,7-12,-,-,8-15,15-20,7-13,-,-,10-17,-,-,-,14-19,9-14,-,13-18,7-14,-,6-11,14-19,14-20,-,13-18,12-17,-,8-13,-,-,-,11-18,11-18,12-17,13-18,7-14,-,-,12-19,0.11,0.57,0.12,17.55,10.24,15.70,12.44,3.44,3.90,0.15,16,-,-,7%,1.49,-,-,42,-,-,-,-,-,0.26,-,7.36,Serie A TIM,Leader,Attacking full back,Scouting Required,0,0.21,0.67,3.44,0.43,2,1.88,0.00,12%,3.44,0.43,46.01,0.25,0.64,0.26,-,,- -  - 
Duván Zapata,ST (C),34,COL,"6'2""",191 lbs,,Torino,£6.6M - £10.5M,6.80,13,2,100%,3.36,42%,1.41,10.07,0.06,16.67,85%,0.54,7,12,16%,1.20,74%,0,0.93,10,52,6.99,3.69,53%,0,0.75,78,7.2mi,2,0,18,37,"3,002",112,2,2,81.14,47,233,2,241.6mi,25,123,31,18,657,556,54,40,30/6/2025,"£76,000 p/w",Right,11,4-7,10-14,9-13,15-19,13-16,11-14,1-4,1-3,13-16,11-14,4-7,6-10,12-16,13-16,11-15,2-5,16,13,11-14,1-4,1-4,16,15,2-6,4-8,11,2-5,3-6,9-13,13-17,2-5,14,13,13-17,2-5,2-6,1,1-4,10-14,17,7-10,17-20,13,1-4,12-15,10-14,0.06,0.15,0.09,6.06,2.25,16.67,6.75,1.65,0.66,0.12,5,-,-,12%,0.54,-,-,18,-,-,-,-,-,0.30,-,10.07,Serie A TIM,Intelligent,Veteran striker,Scouting Required,0,0.21,0.30,0.36,0.06,2,3.30,0.00,17%,0.36,0.06,19.70,0.00,1.32,0.30,-,,- -  - 
Enes Ünal,ST (C),28,TUR,"6'1""",165 lbs,,Bournemouth,£22M - £35M,6.71,2,1,100%,4.83,46%,2.21,6.06,0.07,20.38,89%,2.83,1,9,-,1.31,70%,0,0.76,3,18,6.77,3.04,45%,0,0.83,32,7.3mi,0,0,10,7 (25),"1,303",70,1,1,40.72,32,98,0,106.2mi,12,44,11,41,330,295,27,19,30/6/2027,"£70,000 p/w",Right,13,1-4,10-14,12-15,9-12,13-16,13-16,1-4,1-3,13-16,8-12,3-7,8-12,11-14,14-17,10-13,1-4,15,14,11-15,15-18,1-5,13,13,1,8-12,13,5-8,3-7,11-15,11-14,1-4,12,10,11-14,7-10,1-3,3-6,1-5,12-15,14,4-8,10-14,15,2-5,9-13,11-14,0.00,0.14,0.09,7.18,1.52,20.38,6.42,1.86,0.55,0.08,2,-,-,3%,0.41,-,-,6,-,-,-,-,-,0.42,-,6.06,Premier League,Physical,Nomadic striker,Scouting Required,8,0.07,0.21,0.62,0.00,2,3.73,0.00,0%,0.62,0.00,22.79,0.00,1.86,0.42,-,Int,- -  - 
Johan Mojica,D/WB/M (L),32,COL,"5'10""",143 lbs,,Mallorca,£200K - £7.4M,6.82,0,0,-,0.11,25%,0.03,0.63,0.03,48.66,89%,1.62,4,88,3%,2.98,83%,14,2.84,50,34,3.43,2.03,59%,0,2.26,50,7.9mi,4,0,1,38,"3,231",4,1,0,85.03,1,123,8,285.2mi,81,73,102,58,"1,973","1,747",129,107,30/6/2026,"£13,250 p/w",Left,13-16,3-7,12-15,12-15,11-14,11-15,9-13,1-2,3-6,11-14,8-12,11-15,11-14,8-11,13-16,13-16,1-4,6-10,12-15,11-15,10-14,1-2,11,8-12,1-3,5-8,7-10,12-15,7-11,15-18,13-16,1-5,15-19,11-14,5-8,8-12,1,1-4,1-5,11-14,10-13,11,10-14,10-13,2-5,11-15,10-13,0.14,0.92,0.16,14.85,10.11,14.07,9.47,2.42,7.33,0.07,33,-,-,-,0.86,-,-,31,-,-,-,-,-,0.02,-,0.63,LaLiga EA Sports,Physical,Attacking full back,Scouting Required,0,0.11,1.39,2.45,0.22,0,1.39,0.39,9%,0.92,0.03,54.96,0.36,0.03,0.02,-,Wnt,- -  - 
Maximiliano Gómez,ST (C),28,URU,"6'1""",187 lbs,,Lille,£475K - £8.6M,6.80,10,2,100%,4.73,54%,2.57,8.70,-,18.85,84%,0.40,1,7,-,0.64,67%,0,0.96,7,20,9.71,4.73,49%,0,0.80,16,6.7mi,2,0,5,5 (32),"1,122",59,0,2,30.32,32,121,0,83.0mi,10,59,12,5,279,235,12,8,30/6/2027,"£26,000 p/w",Right,11,1-2,11-14,11-14,15-18,13-17,13-17,1-4,1-3,10-14,15-19,4-8,7-10,10-13,12-16,11-14,2-6,14,12,11-15,7-11,1-3,13,15,2-5,9-12,13,5-9,6-10,12-15,14-17,2-6,11,11,14-17,3-7,2-5,1-5,1-2,13-16,16,5-8,13-16,12,1-3,7-10,13-16,0.00,0.08,0.15,7.38,1.60,17.25,6.98,0.96,0.64,0.19,1,-,-,17%,0.40,-,-,5,-,-,-,-,-,0.70,-,8.70,Ligue 1 Uber Eats,Leader,Striker,Scouting Required,1,0.08,0.56,0.56,0.00,0,4.97,0.00,0%,0.56,0.00,22.38,0.00,1.04,0.70,-,,- -  - 
Mathias Jensen,"DM, M (C)",29,DEN,"5'11""",156 lbs,,Brentford,£32M - £41M,6.97,3,0,-,0.73,47%,0.34,2.22,0.23,41.33,89%,2.68,8,136,11%,1.41,61%,2,1.64,23,17,2.64,1.30,49%,0,1.49,23,7.4mi,1,1,2,33 (2),"2,354",19,6,0,67.26,9,69,22,194.4mi,39,34,43,70,"1,213","1,081",61,37,30/6/2027,"£63,000 p/w",Right,11-15,1-4,8-12,9-12,11-14,12-15,13-16,1-2,1-3,13-16,10-14,10-14,12-16,12-15,13-16,10-13,1-4,10-13,14,14,12-15,1-5,7-11,7-11,1-2,12-16,11,16-19,6-10,12-16,10-13,1-3,10-14,14,8-11,12-15,1-2,1-4,1-3,13,12,13,14,12-15,2-5,16,15,0.04,0.42,0.12,10.09,12.08,14.72,11.24,2.79,4.05,0.15,11,-,-,16%,1.61,-,-,42,-,-,-,-,-,0.08,-,2.22,Premier League,Technical,Midfielder,Scouting Required,0,0.31,0.88,5.20,0.84,0,1.34,0.08,16%,0.69,0.08,46.38,0.00,0.27,0.08,-,,- -  - 
Jonathan Bamba,"AM (RL), ST (C)",29,CIV,"5'9""",158 lbs,,Celta de Vigo,£12.5M - £15M,6.84,6,0,-,2.39,33%,0.78,6.24,0.08,27.65,83%,0.90,7,84,9%,2.24,80%,0,2.24,14,38,4.39,1.22,28%,0,2.31,32,7.8mi,0,0,14,27 (1),"2,295",61,2,0,81.96,20,112,8,199.0mi,59,31,57,23,850,705,71,57,30/6/2027,"£24,000 p/w",Right,13-16,1-2,9-12,15-18,14-17,12-16,9-13,1-4,1-2,10-14,13-17,10-14,9-12,12-15,11-15,13-16,1-4,11-15,10-14,11-15,6-10,1,5,6,2-5,3-6,10-13,4-8,6-10,13-16,15-18,1-4,13-16,8-11,10-13,5-9,1-4,1-5,1-4,13-16,10-14,5-8,10-13,13-16,1-3,8-11,12-15,0.00,0.20,0.10,14.16,3.92,17.57,12.35,3.25,1.96,0.10,5,-,-,10%,0.90,-,-,23,-,-,-,-,-,0.24,-,6.24,LaLiga EA Sports,Physical,Winger,Scouting Required,0,0.27,0.55,3.29,0.31,6,3.18,0.00,10%,3.29,0.31,33.33,0.00,0.98,0.24,-,,- -  - 
Scott McTominay,"DM, M/AM (C)",28,SCO,"6'4""",194 lbs,,Napoli,£7.4M,6.72,1,0,-,0.89,17%,0.15,0.71,0.07,47.62,86%,0.66,2,4,-,1.92,76%,0,1.33,6,24,3.54,1.92,54%,0,0.52,9,8.1mi,6,0,0,6 (32),"1,219",12,1,0,32.08,2,48,0,109.6mi,7,26,18,9,751,645,34,26,30/6/2027,"£91,000 p/w",Right,10-15,-,14-19,12-17,-,10-17,11-18,-,-,11-16,-,-,9-14,-,18-20,10-15,-,10-17,13-18,3-9,-,-,12-19,14-20,-,11-16,7-12,-,-,14-19,13-18,-,12-19,10-15,-,5-12,-,-,-,14-19,15-20,12-19,16-20,7-12,-,7-14,10-15,0.15,0.22,0.06,13.44,9.45,5.24,9.67,2.51,4.36,0.06,3,-,-,8%,0.66,-,-,9,-,-,-,-,-,0.05,-,0.71,Serie A TIM,Leader,Tireless defensive midfielder,Scouting Required,0,0.15,0.44,0.30,0.00,0,1.62,0.00,0%,0.30,0.00,55.45,0.07,0.37,0.05,-,Int,- -  - 
Lucas Digne,D/WB (L),31,FRA,"5'10""",163 lbs,,Aston Villa,£9.6M - £12.5M,7.04,0,0,-,-,-,-,0.00,-,51.52,88%,3.57,2,20,6%,3.26,81%,1,3.26,8,7,3.57,2.64,74%,0,1.86,6,7.9mi,1,0,0,5 (7),580,0,0,0,48.33,-,23,1,50.9mi,12,17,21,23,377,332,26,21,30/6/2025,"£130,000 p/w",Left Only,15,1-5,11-14,14-17,13-16,10-14,12-16,1,4-7,15-18,11-15,11-15,13-16,9-12,16,12-15,1-4,5-9,14,8-12,13-17,1-2,12,8,1-3,6-9,10-13,15-18,10,13-16,14-17,2-6,13-17,14,5-8,11,1-3,1-4,1-4,13-16,11,13,13-17,11-14,1-4,12-16,12-15,0.00,0.47,0.00,17.53,14.74,11.79,9.00,3.26,7.60,0.15,3,-,-,-,0.93,-,-,6,-,-,-,-,-,0.00,-,0.00,Premier League,Technical,Fullback,Scouting Required,0,0.31,1.24,3.10,0.16,0,0.93,0.16,5%,2.33,0.16,58.50,0.16,0.00,0.00,-,Wnt,- -  - 
Callum Hudson-Odoi,"M (RL), AM (RLC)",24,ENG,"6'0""",167 lbs,,Nottingham Forest,£30M - £47M,6.97,5,0,-,1.18,48%,0.57,2.84,0.16,26.92,83%,1.43,4,78,17%,2.74,83%,1,1.80,23,16,3.68,0.94,26%,0,3.60,32,7.6mi,0,0,2,35 (1),"2,203",29,4,0,61.19,14,90,14,186.9mi,88,23,44,35,791,659,81,67,30/6/2028,"£85,000 p/w",Right,16,1-3,5-9,13-16,9-12,11-14,5-8,1-4,1-3,9-12,10-13,12-15,12-16,11-15,7-10,13-16,1-4,11,15,15-18,11-14,1-5,7,11,1-2,1-5,8,2-5,7-10,10-14,12-15,1-4,15,14,9-12,6-9,3-7,1-3,1-5,11-15,8,4-8,7-11,15,1-3,11-15,10-14,0.04,0.37,0.10,13.15,4.00,17.93,12.71,3.39,2.57,0.20,9,-,-,17%,1.43,-,-,35,-,-,-,-,-,0.12,-,2.84,Premier League,Technical,Winger,Scouting Required,0,0.16,0.94,3.19,0.57,0,2.74,0.04,18%,2.98,0.53,32.32,0.00,0.45,0.12,-,Inj,- -  - 
