Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Lumor Medarious,ST (C),22,GHA,"6'0""",167 lbs,,IF Elfsborg,Unknown,7.20,1,0,-,-,50%,-,0.35,-,-,79%,-,0,1,-,-,-,0,-,0,1,-,-,75%,0,-,1,-,0,0,1,1 (1),62,2,0,0,31.00,1,4,0,5.2mi,4,3,2,0,28,22,0,-,30/11/2042,"£1,600 p/w",Unknown,9-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12-18,-,13-19,6-14,-,-,-,6-11,11-19,-,-,5-10,-,-,-,14-20,-,10-15,2-8,-,-,-,-,-,-,4-12,-,-,14-19,-,5-10,7-12,-,-,0.17,-,-,-,-,-,-,-,0,-,-,50%,-,-,-,0,-,-,-,-,-,-,-,0.35,Allsvenskan,Technical,Forward,Scouting Required,0,-,-,-,-,0,-,-,0%,-,-,-,-,-,-,-,,- -  - 
Bruno,"AM (R), ST (C)",24,BRA,"5'9""",152 lbs,,Ceará,£0 - £35K,7.20,2,1,100%,4.44,57%,2.54,0.34,-,29.79,100%,0.63,0,6,16%,1.27,100%,0,-,1,2,8.87,1.90,21%,0,3.17,3,9.0mi,0,0,1,1 (3),142,7,0,1,35.50,4,14,1,14.2mi,5,3,0,1,47,47,2,2,31/12/2040,£450 p/w,Right,14-19,-,6-11,11-17,-,10-15,3-8,-,-,11-18,-,-,5-10,6-13,13-20,6-12,-,11-16,7-14,10-15,-,-,6-11,2-7,-,2-7,1-7,-,-,12-17,5-11,-,12-17,6-11,3-9,-,-,-,-,8-15,6-13,-,8-13,7-14,-,4-9,2-9,0.00,-,0.05,10.77,1.90,27.89,7.61,1.90,1.27,0.11,0,-,-,29%,0.63,-,-,1,-,-,-,-,-,0.22,-,0.34,Campeonato Brasileiro Série B,Physical,Winger,Scouting Required,0,-,0.63,3.80,0.63,0,6.97,0.00,17%,3.80,0.63,29.79,0.00,3.17,0.22,-,Loa,- -  - 
Simón Nápoles,"AM (R), ST (C)",22,MEX,"6'0""",167 lbs,,Tigres,£325K - £3.3M,7.20,1,0,-,-,50%,-,0.23,-,-,100%,-,0,1,-,-,100%,0,-,1,0,-,-,100%,0,-,0,-,0,0,0,0 (1),27,2,0,0,27.00,1,1,0,2.5mi,1,1,0,0,10,10,1,1,31/12/2043,"£36,500 p/w",Left,15,1-3,7-10,13-17,9-13,11-15,13-17,3-6,1-5,10-14,5-8,5-8,9-12,13-16,13-17,13-17,1-3,13-17,14,13-16,9-13,2-5,11,11,1-2,4-7,7-10,1-5,2-5,12-15,11-15,1-4,14,9-12,7-11,5-9,3-6,1-4,1-2,15-18,11,1-2,4-7,15-18,1-5,4-7,8-11,-,-,0.12,-,-,-,-,-,-,-,0,-,-,50%,-,-,-,0,-,-,-,-,-,-,-,0.23,Liga BBVA MX,Technical,Striker,Scouting Required,0,-,-,-,-,0,-,-,0%,-,-,-,-,-,-,-,,- -  - 
Robert Severin Vingelven,WB/M/AM (R),21,NOR,"6'4""",180 lbs,,Viking,Unknown,7.20,0,0,-,-,100%,-,0.12,-,-,75%,-,2,3,33%,-,50%,0,-,0,0,-,-,33%,0,-,2,-,0,0,0,0 (1),21,1,0,0,21.00,1,3,1,2.2mi,2,1,0,2,8,6,2,1,31/12/2041,£425 p/w,Unknown,11-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4-10,-,10-16,7-12,-,-,-,2-8,9-17,-,-,2-7,-,-,-,2-8,-,9-15,9-17,-,-,-,-,-,-,7-12,-,-,9-14,-,4-10,11-16,-,-,0.12,-,-,-,-,-,-,-,0,-,-,-,-,-,-,2,-,-,-,-,-,-,-,0.12,Eliteserien,Physical,Fullback,Scouting Required,0,-,-,-,-,0,-,-,33%,-,-,-,-,-,-,-,Inj,- -  - 
Allan Crizol,"AM (R), ST (C)",24,BRA,"5'9""",156 lbs,,Brusque,£9K,7.19,3,0,-,2.33,46%,1.07,0.95,-,28.09,84%,0.72,2,27,22%,1.43,100%,0,2.33,6,10,6.62,2.15,32%,0,4.12,5,6.8mi,1,0,0,5 (11),503,13,0,0,31.44,6,37,6,38.2mi,23,12,13,4,186,157,8,8,31/12/2040,£350 p/w,Right,13-17,1-4,10-14,16-20,6-10,9-13,4-8,1-3,1-5,3-9,1-5,2-6,11-15,6-12,16-20,13-17,1,7-11,6-12,8-12,1-5,1-5,10-14,5-9,1-4,14-18,3-9,1-7,1,7-11,8-12,1-3,11-15,9-13,1-5,1-5,1-3,1-3,1-4,8-14,7-13,1-4,10-14,8-14,1-6,5-9,4-10,0.00,0.54,0.07,10.20,1.97,16.82,10.91,1.61,1.25,0.06,3,-,-,23%,0.72,-,-,4,-,-,-,-,-,0.17,-,0.95,Campeonato Brasileiro Série B,Physical,Winger,Scouting Required,0,0.36,1.07,4.83,1.07,1,4.47,0.00,22%,4.83,1.07,33.28,0.00,1.07,0.17,-,Wnt,- -  - 
Jackson,D (R),26,BRA,"5'5""",132 lbs,,AFC,£1.5K,7.19,0,0,-,2.72,15%,0.41,2.05,0.54,40.24,88%,1.77,8,41,7%,1.90,88%,0,1.77,15,13,6.25,3.40,54%,0,0.54,7,8.2mi,2,0,1,7 (1),662,20,4,0,82.75,3,46,3,60.1mi,4,25,13,13,336,296,16,14,31/12/2040,£425 p/w,Right,7-11,1-5,9-13,9-13,7-11,8-14,3-9,1-3,3-7,11-15,9-13,3-7,9-13,8-12,4-8,4-8,2-6,1-7,8-12,2-6,1-5,1-4,5-11,1-5,1-4,13-17,1-5,4-8,9-13,12-16,4-8,1-5,8-14,7-11,2-6,7-13,1,1-4,1-7,10-14,6-10,9-15,14-20,7-11,3-7,6-12,13-17,0.41,0.41,0.10,17.40,14.27,10.74,6.93,1.63,5.17,0.28,3,-,-,-,1.77,-,-,13,-,-,-,-,-,0.28,-,2.05,Campeonato Brasileiro Série B,Leader,Fullback,Scouting Required,0,1.09,2.04,5.57,0.41,0,2.85,0.00,7%,5.57,0.41,45.68,0.14,1.09,0.28,-,Wnt,- -  - 
Alexander Henden,ST (C),17,NOR,"5'10""",138 lbs,,Vålerenga,Unknown,7.15,0,0,-,-,0%,-,0.37,-,-,88%,-,1,4,25%,-,100%,0,-,0,0,-,-,0%,0,-,0,-,0,0,0,0 (2),24,1,1,0,12.00,0,1,1,3.1mi,1,0,0,3,17,15,1,1,31/12/2042,£950 p/w,Unknown,7-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11-20,-,1-9,7-13,-,-,-,12-20,7-13,-,-,5-13,-,-,-,10-20,-,17-20,1-11,-,-,-,-,-,-,3-9,-,-,9-17,-,8-16,10-18,-,-,0.37,-,-,-,-,-,-,-,0,-,-,-,-,-,-,3,-,-,-,-,-,-,-,0.37,Eliteserien,Physical,Forward,Scouting Required,0,-,-,-,-,0,-,-,25%,-,-,-,-,-,-,-,,- -  - 
Roger Berger,"AM (RL), ST (C)",22,NOR,"6'2""",180 lbs,Light-Hearted,Lillestrøm,£3.4M - £6.4M,7.15,9,0,-,2.27,47%,1.07,5.50,0.14,23.58,83%,1.14,2,23,10%,1.42,83%,1,1.07,7,29,12.00,3.91,33%,0,1.14,21,7.7mi,1,0,14,15,"1,267",32,2,0,84.47,15,169,4,108.7mi,16,55,15,16,398,332,24,20,31/12/2041,"£2,600 p/w",Left,14,1,7,15,12,13,9,2,1,13,10,4,12,13,13,12,4,12,12,15,6,3,8,13,3,16,9,1,5,14,12,3,14,9,7,6,2,3,2,12,12,1,7,16,3,9,11,0.14,0.21,0.17,6.89,4.19,10.16,7.17,2.27,1.63,0.13,3,-,-,28%,0.99,-,-,14,-,-,-,-,-,0.39,-,5.50,Eliteserien,Physical,Striker,Unflappable,1,0.14,0.50,1.63,0.28,0,8.10,0.07,17%,1.42,0.14,28.27,0.14,0.36,0.39,-,,- -  - 
Pedro Henrique,"DM, M (C)",31,USA,"5'2""",125 lbs,Low Determination,Philadelphia,£600K,7.14,2,0,-,0.49,13%,0.06,0.49,0.06,13.86,66%,-,0,0,-,2.09,71%,0,-,0,33,-,-,-,0,-,23,0.0mi,1,0,0,16 (1),"1,461",8,1,0,85.94,1,0,0,0.0mi,0,-,0,0,340,225,48,34,31/12/2041,"£1,900 p/w",Right,10,1,8,8,14,14,6,1,1,15,7,3,3,15,4,8,3,4,15,9,3,3,7,2,2,7,5,1,8,13,13,3,8,12,3,11,2,1,4,7,6,6,10,15,2,15,9,0.00,-,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0,-,-,25%,0.00,-,-,0,-,-,-,-,-,0.03,-,0.49,Major League Soccer,Intelligent,Midfielder,Media-friendly,0,-,0.00,0.00,0.00,0,-,0.00,-,0.00,0.00,20.94,0.00,0.00,0.03,-,,- -  - 
Antônio Lourenço,D (RC),32,BRA,"6'0""",171 lbs,,América,£130K - £1.3M,7.14,0,0,-,0.46,0%,0.00,0.35,0.46,49.64,90%,0.70,0,1,-,1.16,100%,2,1.86,3,1,7.42,5.34,72%,0,-,0,7.1mi,0,0,0,4 (3),388,2,2,0,55.43,0,32,0,30.6mi,0,23,8,3,239,214,5,5,31/12/2041,"£3,500 p/w",Right,13-16,1-4,16-19,11-15,12-16,12-15,9-12,1-4,1-4,11-15,12-15,1-3,3-6,11-15,14-18,4-8,1,3-6,5-9,2-5,1-4,3-6,11,13,1-3,6-9,1-2,1-5,13,17-20,4-8,1-2,11-14,9-12,1-5,13,1-3,1-3,2-5,12-16,11-15,14,10-13,4-8,1-5,8-11,6-10,0.46,0.46,0.17,5.57,19.25,2.09,2.09,1.16,3.02,0.05,2,-,-,-,0.70,-,-,3,-,-,-,-,-,0.08,-,0.35,Campeonato Brasileiro Série B,Physical,Experienced center back,Scouting Required,0,-,0.70,0.23,0.00,0,2.09,0.46,0%,0.23,0.00,55.44,0.23,0.00,0.08,-,Wnt,- -  - 
Tininho,M/AM (R),32,BRA,"6'2""",176 lbs,,Operário,£275K - £2.6M,7.14,8,0,-,2.17,45%,0.97,5.05,0.09,26.12,84%,1.19,5,80,8%,2.56,91%,2,1.86,19,22,5.70,2.48,43%,0,2.39,38,7.2mi,1,1,7,24 (1),"2,036",49,2,0,81.44,22,129,7,164.0mi,54,56,42,27,706,591,64,58,31/12/2041,"£4,200 p/w",Right,14,1-5,14-18,15-18,9-12,12-15,8-11,2-5,2-5,9-12,2-6,1-3,12-16,11-14,14-17,8-11,1-3,6-9,12,9-13,3-6,1-4,4,13,1-2,10-14,5-8,4-7,1-2,12-16,8-11,1-3,14,9-13,1,4-7,2-5,3-6,1-3,10-13,9-12,1-4,6-10,10-13,1-3,5-9,9-12,0.13,0.22,0.10,13.44,3.45,17.37,11.85,3.32,2.34,0.14,5,-,-,16%,1.19,-,-,27,-,-,-,-,-,0.22,-,5.05,Campeonato Brasileiro Série B,Physical,Experienced winger,Scouting Required,0,0.22,0.84,3.54,0.31,1,3.23,0.09,9%,3.54,0.31,31.21,0.00,0.62,0.22,-,,- -  - 
Brice Matondo,"DM, M (C)",19,COD,"6'1""",171 lbs,,Malmö FF,Unknown,7.13,1,0,-,2.78,67%,1.86,0.16,0.93,38.97,88%,1.86,1,2,50%,-,-,0,1.86,1,0,2.78,0.00,0%,0,-,1,7.6mi,0,0,0,0 (3),97,3,1,0,32.33,2,3,1,8.2mi,0,0,2,2,48,42,0,-,30/11/2042,£800 p/w,Unknown,-,-,6-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12-18,7-16,-,-,1-9,4-13,-,-,1-7,-,-,-,-,-,-,9-18,-,-,-,-,-,5-11,7-13,3-11,5-13,11-17,-,6-14,2-8,0.00,-,0.05,4.64,3.71,6.49,5.57,3.71,1.86,0.32,0,-,-,33%,1.86,-,-,2,-,-,-,-,-,0.15,-,0.16,Allsvenskan,Technical,Midfielder,Scouting Required,0,0.93,0.93,1.86,0.93,1,2.78,0.00,50%,1.86,0.93,44.54,0.00,1.86,0.15,-,,- -  - 
Trond Egil Njåstad,GK,18,NOR,"5'9""",149 lbs,Driven,Brann,£375K - £1.1M,7.12,0,0,-,-,-,-,0.00,-,19.00,85%,-,0,-,-,-,-,0,0.12,-,0,-,-,-,0,-,0,2.5mi,0,0,0,8,720,0,0,0,90.00,-,-,-,20.3mi,0,-,1,0,179,152,0,-,31/12/2041,£850 p/w,Right,9,12,15,12,11,14,6,10,11,7,14,4,3,12,18,1,6,3,5,1,4,16,1,7,11,5,3,1,3,12,3,10,11,7,2,10,16,9,11,7,8,2,13,7,11,14,7,0.00,-,0.00,0.12,8.50,3.62,0.00,0.00,0.88,0.00,-,-0.74,89%,-,0.00,2,-0.09,0,78%,13,7,0.88,0.50,0.00,-,0.00,Eliteserien,Assertive,Goalkeeper,Media-friendly,-,-,1.00,-,-,-,-,0.00,-,-,-,22.38,-,-,0.00,2,Wnt,- -  - 
Gean Custódio Santos,D/WB/M/AM (L),25,BRA,"5'10""",156 lbs,Fairly Determined,Atlético Goianiense,£275K - £800K,7.12,2,0,-,2.68,44%,1.19,1.10,-,28.61,79%,1.49,0,21,7%,2.38,100%,0,1.19,2,6,5.36,0.60,11%,0,2.38,4,7.1mi,0,0,0,2 (5),302,9,0,0,43.14,4,18,1,23.7mi,8,2,4,5,121,96,8,8,31/12/2042,"£4,100 p/w",Left,15,1,9,16,10,17,17,4,3,7,7,6,15,12,15,10,3,5,12,9,6,3,5,6,3,10,6,8,7,15,11,1,15,9,5,9,2,1,1,13,11,6,6,13,3,10,11,0.00,0.30,0.12,13.71,3.87,14.60,12.22,2.38,3.87,0.17,1,-,-,22%,1.49,-,-,5,-,-,-,-,-,0.33,-,1.10,Campeonato Brasileiro Série B,Physical,Fullback,Level-headed,0,-,0.60,6.26,0.30,0,4.77,0.00,5%,4.17,0.30,36.06,0.00,0.60,0.33,-,Wnt,- -  - 
Clemens Franse,"M (R), AM (RL)",30,NED,"5'11""",160 lbs,,Hammarby IF,£550K,7.11,3,0,-,1.42,40%,0.57,2.41,0.28,35.39,85%,1.63,11,81,15%,2.27,78%,1,2.20,4,16,5.18,2.34,45%,0,5.32,47,8.2mi,1,0,7,18 (1),"1,269",20,4,0,66.79,8,73,13,116.3mi,75,33,31,23,588,499,41,32,30/11/2041,"£2,900 p/w",Right,11-17,-,7-13,11-15,7-11,14-18,7-11,-,-,9-13,4-10,1-7,11-17,10-14,13-17,11-15,-,8-12,7-11,9-15,5-9,-,3-7,8-14,-,4-10,4-8,1-5,-,12-18,8-12,-,11-15,10-16,1-5,6-10,-,-,-,11-15,7-11,5-9,10-14,12-16,-,9-13,10-14,0.14,0.14,0.12,18.44,7.87,16.38,14.75,3.55,3.33,0.26,2,-,-,15%,1.35,-,-,19,-,-,-,-,-,0.17,-,2.41,Allsvenskan,Physical,Winger,Scouting Required,0,0.78,0.28,5.74,0.92,0,2.84,0.07,16%,5.04,0.78,41.70,0.07,0.28,0.17,-,Wnt,- -  - 
Carlos,"M/AM (L), ST (C)",31,BRA,"5'8""",152 lbs,,Operário,£60K - £600K,7.10,10,0,-,1.80,42%,0.76,4.98,0.16,24.52,83%,1.24,8,82,9%,1.76,77%,2,1.84,23,43,4.20,1.12,27%,0,2.32,37,7.5mi,1,0,7,29 (2),"2,250",45,4,0,72.58,19,105,8,188.7mi,58,28,46,31,741,613,57,44,31/12/2040,"£3,500 p/w",Left,15,1-4,12-15,15-19,6-10,13-16,7-10,1-3,1-5,6-10,1-4,1-3,11-14,9-13,14-18,8-12,1,7-10,11,9-12,1-4,2-5,8,7,1-3,5-8,3-7,1-4,1,14-17,13-17,1,13,10-13,4-8,2-5,1-3,1-3,1-3,9-13,10-14,1-3,11-14,9-13,1-5,7-10,7-11,0.04,0.44,0.11,12.96,2.68,17.64,11.24,2.52,1.96,0.13,11,-,-,22%,1.24,-,-,31,-,-,-,-,-,0.20,-,4.98,Campeonato Brasileiro Série B,Physical,Winger,Scouting Required,0,0.32,0.92,3.28,0.32,1,3.08,0.08,10%,3.28,0.32,29.64,0.00,0.60,0.20,-,,- -  - 
Riccardo van Klaveren,M/AM (R),31,NED,"5'10""",156 lbs,,AIK,£20K,7.10,1,0,-,2.06,33%,0.69,0.83,0.23,38.02,83%,2.29,4,50,6%,2.29,91%,1,2.29,1,10,3.89,1.15,29%,0,2.75,3,9.0mi,0,0,5,5,393,9,1,0,78.60,3,17,2,39.3mi,12,5,10,10,199,166,11,10,30/11/2040,"£3,400 p/w",Unknown,12-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6-14,-,3-11,9-15,-,-,-,1-3,3-8,-,-,5-11,-,-,-,3-11,-,7-13,10-15,-,-,-,-,-,-,5-11,-,-,14-20,-,-,12-18,0.00,-,0.09,19.01,10.76,18.55,16.26,3.66,7.33,0.42,0,-,-,11%,1.60,-,-,7,-,-,-,-,-,0.19,-,0.83,Allsvenskan,Physical,Winger,Scouting Required,0,0.92,0.23,11.45,0.46,0,2.75,0.23,4%,7.56,0.46,45.57,0.00,1.37,0.19,-,Wnt,- -  - 
Samba Traoré,D (C),30,MLI,"6'4""",194 lbs,,Vancouver,£120K - £1.2M,7.10,0,0,-,0.10,0%,0.00,0.15,0.10,15.47,70%,0.10,0,0,-,1.66,100%,0,0.10,3,10,0.62,0.52,83%,0,-,7,0.5mi,0,0,0,9 (1),867,1,1,0,86.70,0,6,0,4.7mi,0,5,1,1,213,149,16,16,31/12/2041,"£3,100 p/w",Right,10-13,1-4,10-13,8-12,11-15,7-10,11-14,1-3,1-5,11-15,13-16,1,3-6,8-12,4-8,1-4,1-2,1-2,1-5,2-5,1-2,3-6,8,14,1-5,17-20,1-2,1-4,14,11-14,3-7,1,12-15,3-6,1-3,12,1-3,1-4,2-5,10-14,11-15,13,8-11,4-8,1-4,8-11,9-13,0.00,0.10,0.15,0.31,0.31,0.52,0.10,0.00,0.42,0.00,1,-,-,-,0.10,-,-,1,-,-,-,-,-,0.02,-,0.15,Major League Soccer,Intelligent,Center back,Scouting Required,0,-,0.31,0.00,0.00,0,0.10,0.00,-,0.00,0.00,22.11,0.00,0.00,0.02,-,,- -  - 
Akauan,D (RC),21,BRA,"6'0""",171 lbs,,Avaí,Unknown,7.10,0,0,-,1.00,50%,0.50,0.10,-,42.50,84%,1.00,0,6,-,6.00,100%,1,2.00,2,1,4.50,3.50,78%,0,0.50,3,7.7mi,1,0,0,2,180,2,0,0,90.00,1,9,0,15.3mi,1,7,4,2,101,85,12,12,31/12/2041,"£1,200 p/w",Unknown,9-17,-,-,-,7-13,-,-,-,-,-,-,-,-,8-13,12-17,-,-,-,6-11,-,-,-,7-13,7-15,-,-,-,-,8-16,-,-,-,8-14,6-14,-,14-20,-,-,-,-,10-15,12-18,-,-,-,-,10-15,0.50,0.50,0.05,16.00,15.50,11.50,11.50,5.50,7.50,0.08,1,-,-,-,1.00,-,-,2,-,-,-,-,-,0.05,-,0.10,Campeonato Brasileiro Série B,Physical,Center back,Scouting Required,0,-,1.00,3.00,0.00,0,1.00,0.50,0%,3.00,0.00,50.50,0.00,0.00,0.05,-,,- -  - 
Kent Henrik Bergfall Kvisle,GK,21,NOR,"6'2""",182 lbs,,Rosenborg,Unknown,7.09,0,0,-,-,-,-,0.00,-,6.58,45%,-,0,-,-,0.00,0%,0,0.25,-,0,-,-,-,0,-,0,2.5mi,0,0,0,12,"1,080",0,0,0,90.00,-,-,-,30.5mi,0,-,3,0,176,79,2,0,31/12/2040,£925 p/w,Unknown,-,10-16,-,10-16,-,-,13-19,5-10,-,-,2-10,-,-,-,-,-,1-4,-,-,-,-,9-17,-,-,2-8,-,-,-,-,-,-,5-13,-,-,-,14-20,9-14,14-20,4-10,-,-,-,-,-,9-14,-,-,0.00,-,0.00,0.17,4.50,10.67,0.00,0.00,0.67,0.01,-,5.69,85%,-,0.00,9,0.47,0,88%,14,16,0.67,0.58,0.00,0%,0.00,Eliteserien,Shot Stopper,Goalkeeper,Scouting Required,-,-,7.08,-,-,-,-,0.00,-,-,-,14.67,-,-,0.00,3,,- -  - 
Rafael,"AM (RL), ST (C)",20,BRA,"6'0""",165 lbs,,AFC,£4.5K - £45K,7.09,6,0,-,2.99,36%,1.09,2.23,-,26.10,89%,0.63,6,26,19%,1.27,78%,0,1.45,8,15,8.61,2.54,29%,0,2.45,23,7.8mi,0,0,4,9 (22),993,33,0,0,32.03,12,95,5,86.1mi,27,28,16,7,324,288,18,14,31/12/2041,£400 p/w,Right,10-15,-,8-13,14-19,10-15,12-18,1-7,-,-,6-13,2-9,2-9,2-7,6-11,10-17,9-14,-,2-8,5-12,9-16,3-9,-,2-7,10-17,-,5-10,5-10,1-3,-,10-15,12-17,-,12-17,5-10,3-8,-,-,-,-,11-16,5-12,1-4,5-10,8-13,-,5-10,11-16,0.00,0.18,0.07,10.42,2.18,15.23,10.06,2.54,0.82,0.14,2,-,-,18%,0.63,-,-,7,-,-,-,-,-,0.20,-,2.23,Campeonato Brasileiro Série B,Physical,Forward,Scouting Required,0,0.54,0.73,2.36,0.45,1,6.07,0.00,19%,2.36,0.45,29.37,0.00,1.09,0.20,-,,- -  - 
Gunnar Magnússon,D/WB (L),30,ISL,"5'11""",165 lbs,,Tromsdalen,£100K,7.08,1,0,-,2.20,18%,0.40,1.80,0.20,36.80,88%,0.40,0,21,-,2.60,93%,0,2.00,10,7,4.00,2.00,50%,0,4.80,3,8.1mi,2,0,3,5,450,11,1,0,90.00,2,20,0,40.6mi,24,10,10,2,208,184,14,13,31/12/2040,"£3,700 p/w",Unknown,13-19,-,-,-,4-9,-,-,-,-,-,-,-,-,9-17,8-14,-,-,-,3-9,-,-,-,1-9,12-18,-,-,-,-,7-13,-,-,-,6-14,7-13,-,6-11,-,-,-,-,4-10,3-11,-,-,-,-,-,0.00,0.40,0.16,15.00,9.80,15.60,14.80,4.80,4.80,0.10,2,-,-,9%,0.40,-,-,2,-,-,-,-,-,0.36,-,1.80,Eliteserien,Physical,Fullback,Scouting Required,0,-,2.00,4.20,0.00,0,2.00,0.00,0%,4.20,0.00,41.60,0.40,0.20,0.36,-,Wnt,- -  - 
Julle Ngongé,ST (C),31,USA,"6'0""",165 lbs,,Portland,Unknown,7.08,1,0,-,3.36,51%,1.72,4.72,0.45,12.56,60%,-,0,0,-,0.90,57%,0,-,0,16,-,-,-,0,-,13,0.0mi,0,0,0,13 (1),"1,204",45,6,0,86.00,23,0,0,0.0mi,0,-,0,0,280,168,21,12,31/12/2041,"£2,000 p/w",Unknown,13-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5-11,-,9-15,9-14,-,-,-,5-11,5-13,-,-,1-6,-,-,-,6-12,-,11-17,9-17,-,-,-,-,-,-,5-10,-,-,9-14,-,-,6-11,0.00,-,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0,-,-,2%,0.00,-,-,0,-,-,-,-,-,0.35,-,4.72,Major League Soccer,Physical,Forward,Scouting Required,0,-,0.00,0.00,0.00,0,-,0.00,-,0.00,0.00,20.93,0.00,0.00,0.35,-,,- -  - 
Vitor,DM,26,BRA,"5'8""",154 lbs,,Brann,£12K,7.07,0,0,-,2.89,38%,1.08,0.72,0.36,61.81,90%,1.45,2,0,-,1.81,100%,0,0.36,0,5,3.98,0.36,9%,0,0.36,1,7.8mi,1,0,0,3,249,8,1,0,83.00,3,11,0,21.7mi,1,1,1,4,189,171,5,5,31/12/2040,"£1,700 p/w",Unknown,-,-,15-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-14,7-13,-,-,6-14,1-6,-,-,4-10,-,-,-,-,-,-,7-12,-,-,-,-,-,9-15,12-18,7-15,7-15,-,-,10-18,6-12,0.00,-,0.09,9.76,6.51,6.14,5.06,1.08,10.12,0.17,0,-,-,-,1.45,-,-,4,-,-,-,-,-,0.26,-,0.72,Eliteserien,Physical,Midfielder,Scouting Required,0,0.72,0.00,0.00,0.00,0,3.61,0.00,-,0.00,0.00,68.31,0.00,2.53,0.26,-,Inj,- -  - 
Thierry Henry,ST (C),33,BRA,"6'4""",171 lbs,,Ituano,£16K,7.07,1,0,-,4.86,17%,0.81,0.99,0.81,21.08,96%,0.81,0,0,-,0.81,100%,0,-,0,2,11.35,2.43,21%,0,-,4,6.1mi,0,0,0,0 (13),111,6,1,0,8.54,1,14,0,7.5mi,0,3,0,1,27,26,1,1,31/12/2040,"£9,750 p/w",Right Only,11,1-4,11-14,9-12,14-17,12-16,10-14,1-3,1-2,11-15,5-9,3-7,5-8,11-14,12-16,9-12,1-4,11-15,15,11-15,1-4,1-2,15,16,1-4,9-12,9-12,1-3,3-7,10-13,13-16,1-4,9,8-11,6-9,5-9,1-4,1-3,1-2,7-10,7-11,1-3,7-10,11-14,1-4,9-12,11-14,0.00,-,0.17,5.68,0.00,19.46,7.30,0.81,0.00,0.00,0,-,-,17%,0.81,-,-,1,-,-,-,-,-,0.80,-,0.99,Campeonato Brasileiro Série B,Intelligent,Experienced striker,Scouting Required,0,-,0.00,0.00,0.00,0,8.92,0.00,-,0.00,0.00,21.89,0.00,1.62,0.80,-,Wnt,- -  - 
Thomas Roten,GK,17,NOR,"6'4""",174 lbs,,Bodø/Glimt,Unknown,7.07,0,0,-,-,-,-,0.00,-,22.67,95%,-,0,-,-,-,-,0,0.83,-,0,-,-,-,0,-,0,4.0mi,0,0,0,6,540,0,0,0,90.00,-,-,-,24.0mi,0,-,5,0,143,136,0,-,31/12/2042,£400 p/w,Unknown,-,7-17,-,9-15,-,-,3-13,5-13,-,-,7-15,-,-,-,-,-,1-5,-,-,-,-,7-13,-,-,6-12,-,-,-,-,-,-,7-15,-,-,-,1-9,1-8,6-16,10-20,-,-,-,-,-,9-17,-,-,0.00,-,0.00,0.00,5.83,1.17,0.00,0.00,0.50,0.00,-,-1.09,88%,-,0.00,3,-0.18,0,66%,3,4,0.83,0.50,0.00,-,0.00,Eliteserien,Assertive,Goalkeeper,Scouting Required,-,-,0.67,-,-,-,-,0.00,-,-,-,23.83,-,-,0.00,1,,- -  - 
